ID,Date,CustomerID,ProductID,Quantity,UnitPrice,Revenue,Category,SupplierID,FactSales_DateKey,FactSales_CustomerKey,FactSales_ProductKey,FactSales_Quantity,FactSales_Revenue,DimDate_DateKey,DimDate_Date,DimDate_Day,DimDate_Month,DimDate_Year,DimCustomer_CustomerKey,DimCustomer_FirstName,DimCustomer_LastName,DimCustomer_Gender,DimCustomer_Age,DimCustomer_City,DimCustomer_Country,DimProduct_ProductKey,DimProduct_ProductName,DimProduct_Category,DimProduct_SupplierID,DimProduct_UnitPrice,FirstName,LastName,Gender,Age,City,EmployeeID,Shift,HoursWorked,Recency,Frequency,Monetary,ProfitMargin
3541,7/16/2017,6830,231,6,9.48,361.81,Clothing,378,7/16/2017,3377,273,3,117.94,3541,7/16/2017,Sunday,July,1975,2519,Michelle,Hammond,Male,34,Lahore,Pakistan,232,upon,Home Decor,339,26.27,Nicholas,Gibson,Female,42,Karachi,484,Day,7,338,10,495.52,0.15
3542,7/15/2020,4629,228,3,18.86,224.69,Beauty,382,7/15/2020,9077,243,10,487.03,3542,7/15/2020,Thursday,December,1981,8779,Mary,Hunter,Male,28,Faisalabad,Pakistan,239,west,Beauty,362,45.37,Melissa,Fisher,Female,43,Lahore,418,Day,11,229,10,887.08,0.31
3543,11/30/2017,2113,242,4,42.97,476.1,Electronics,390,11/30/2017,9962,229,9,60.12,3543,11/30/2017,Tuesday,March,1978,3370,Matthew,Cook,Female,41,Lahore,Pakistan,215,special,Electronics,367,26.78,Roger,Brown,Male,19,Islamabad,443,Night,5,181,10,607.21,0.25
3544,7/30/2017,4964,295,3,36.77,204.97,Home Decor,347,7/30/2017,9736,236,2,126.08,3544,7/30/2017,Monday,November,1983,8534,Wesley,Lee,Female,22,Faisalabad,Pakistan,210,also,Clothing,332,41.64,Shelby,Blevins,Female,64,Islamabad,476,Night,11,197,4,861.11,0.25
3545,10/31/2017,6826,274,10,22.05,157.39,Beauty,363,10/31/2017,2886,287,8,300.43,3545,10/31/2017,Wednesday,May,2020,1352,Kristen,Castro,Female,58,Karachi,Pakistan,262,kid,Beauty,326,41.03,Debra,Vaughn,Male,27,Islamabad,463,Day,9,198,1,341.67,0.12
3546,12/30/2023,3652,283,5,31.39,332.31,Electronics,368,12/30/2023,1112,231,10,373.31,3546,12/30/2023,Saturday,October,1973,5602,Donald,Molina,Male,55,Lahore,Pakistan,243,try,Electronics,366,20.39,Richard,York,Male,35,Lahore,441,Day,11,334,10,138.84,0.45
3547,12/20/2018,5177,222,1,40.48,250.27,Clothing,384,12/20/2018,7691,205,9,237.43,3547,12/20/2018,Tuesday,June,2021,1765,John,Smith,Male,35,Faisalabad,Pakistan,222,with,Clothing,394,46.09,John,Lee,Male,58,Islamabad,498,Day,5,219,8,715.34,0.26
3548,12/8/2015,9862,267,8,5.09,434.8,Clothing,329,12/8/2015,6432,263,3,173.8,3548,12/8/2015,Monday,October,2003,8104,John,Mason,Female,52,Lahore,Pakistan,208,other,Beauty,394,42.07,David,Hansen,Male,58,Karachi,449,Day,7,289,2,190.12,0.18
3549,3/28/2019,7058,222,6,10.38,382.5,Home Decor,328,3/28/2019,7296,256,2,408.01,3549,3/28/2019,Saturday,January,1974,3473,Christine,Ball,Female,31,Faisalabad,Pakistan,236,kid,Home Decor,328,8.91,Tina,Webster,Male,57,Karachi,441,Day,7,320,7,205.9,0.47
3550,10/14/2023,7479,264,6,19.81,351.8,Home Decor,385,10/14/2023,7175,281,7,249.27,3550,10/14/2023,Tuesday,June,1974,5156,Kenneth,Perez,Female,32,Faisalabad,Pakistan,258,best,Electronics,374,12.2,Daniel,Oconnor,Male,52,Lahore,424,Night,6,194,4,405.98,0.41
3551,3/2/2023,7002,206,5,29.83,408.85,Clothing,317,3/2/2023,2803,239,4,222.8,3551,3/2/2023,Thursday,April,1980,3848,Laurie,French,Male,56,Islamabad,Pakistan,275,far,Home Decor,397,13.88,Sheila,Donovan,Male,49,Lahore,454,Night,6,3,9,964.07,0.31
3552,6/7/2019,9208,226,3,30.84,243.4,Beauty,312,6/7/2019,9077,222,1,175.71,3552,6/7/2019,Friday,March,1986,8223,Brandon,Washington,Female,50,Islamabad,Pakistan,201,peace,Clothing,335,7.79,Stacy,Silva,Female,18,Faisalabad,443,Day,5,167,9,584.47,0.37
3553,11/22/2016,6011,200,1,31.19,266.59,Electronics,333,11/22/2016,3430,253,7,356.16,3553,11/22/2016,Friday,May,2020,4509,Rebecca,Barnes,Male,69,Karachi,Pakistan,225,end,Beauty,367,41.59,Theresa,Mclean,Female,60,Faisalabad,425,Day,12,310,2,463.28,0.19
3554,11/10/2022,7069,207,6,26.06,381.24,Electronics,351,11/10/2022,8022,253,8,181.22,3554,11/10/2022,Tuesday,December,2021,1309,Christian,Fields,Female,60,Lahore,Pakistan,208,visit,Electronics,327,11.88,Eric,Sullivan,Male,61,Faisalabad,493,Night,8,197,9,551.57,0.19
3555,12/27/2018,8937,230,7,44.91,455.74,Home Decor,314,12/27/2018,5279,296,9,331.22,3555,12/27/2018,Saturday,December,1986,5846,Tamara,Hensley,Female,22,Karachi,Pakistan,298,election,Electronics,312,29.72,Ashley,Blair,Female,39,Karachi,425,Night,5,3,7,743.8,0.31
3556,10/19/2017,8841,277,4,6.56,342.02,Electronics,359,10/19/2017,2293,254,1,159.27,3556,10/19/2017,Tuesday,May,1992,7679,Claudia,Carroll,Female,36,Faisalabad,Pakistan,263,throw,Home Decor,391,18.35,Patricia,Lowe,Female,63,Karachi,465,Night,12,121,6,639.22,0.24
3557,7/21/2021,2525,211,2,34.47,430.77,Electronics,333,7/21/2021,1670,256,10,188.03,3557,7/21/2021,Wednesday,February,2015,8183,Beth,Phillips,Male,38,Lahore,Pakistan,251,expect,Home Decor,363,43.26,Kenneth,Parks,Female,44,Faisalabad,483,Night,9,127,8,427.03,0.37
3558,3/13/2021,4218,203,2,11.49,109.79,Beauty,334,3/13/2021,1843,274,8,160.49,3558,3/13/2021,Wednesday,April,1974,9839,Elizabeth,Griffith,Female,47,Faisalabad,Pakistan,291,our,Clothing,356,9.02,Theresa,Ritter,Female,20,Lahore,457,Day,6,339,1,221.33,0.34
3559,2/25/2019,4373,287,10,37.33,410.75,Clothing,373,2/25/2019,1183,203,9,126.6,3559,2/25/2019,Tuesday,May,1981,4546,Bradley,Gomez,Male,67,Lahore,Pakistan,230,into,Home Decor,380,11.07,Elizabeth,Brown,Male,52,Islamabad,447,Day,4,116,3,297.99,0.29
3560,5/1/2016,7846,264,6,44.15,239.04,Electronics,307,5/1/2016,1896,260,4,83.5,3560,5/1/2016,Saturday,December,2002,5811,John,Vaughn,Male,37,Islamabad,Pakistan,249,often,Electronics,332,15.83,Desiree,Simpson,Female,56,Lahore,456,Day,11,267,8,319.28,0.36
3561,12/14/2017,8530,232,9,6.76,389.74,Beauty,310,12/14/2017,1147,284,10,369.31,3561,12/14/2017,Friday,September,1979,6334,Michael,Lee,Female,42,Karachi,Pakistan,202,let,Beauty,369,19.73,Lisa,Cobb,Male,35,Islamabad,446,Night,8,238,3,132.19,0.25
3562,2/3/2016,6322,264,2,20.95,111.03,Clothing,313,2/3/2016,9197,291,7,106.95,3562,2/3/2016,Monday,June,1985,7402,Ashley,Chavez,Female,43,Lahore,Pakistan,268,can,Beauty,364,14.21,Leslie,Park,Male,57,Lahore,444,Night,9,121,9,559.28,0.2
3563,11/8/2022,9117,234,7,32.43,54.97,Home Decor,392,11/8/2022,6792,296,6,297.48,3563,11/8/2022,Tuesday,July,1996,5048,Angela,Griffith,Male,26,Islamabad,Pakistan,215,admit,Beauty,305,45.61,Tina,Patton,Male,54,Lahore,413,Day,7,79,3,424.92,0.29
3564,11/12/2019,8157,221,4,38.51,424.65,Clothing,381,11/12/2019,8600,202,7,378.51,3564,11/12/2019,Tuesday,June,1986,1094,David,White,Male,19,Faisalabad,Pakistan,284,movie,Clothing,334,32.93,Benjamin,Henderson,Female,18,Islamabad,439,Night,7,233,10,122.93,0.25
3565,7/8/2019,7494,260,1,46.25,164.26,Clothing,327,7/8/2019,7340,290,9,465.1,3565,7/8/2019,Sunday,August,2017,6988,Tyler,Conway,Female,54,Lahore,Pakistan,278,eight,Home Decor,357,19.36,Wesley,Webb,Male,44,Karachi,488,Day,8,61,8,794.47,0.44
3566,6/7/2015,6067,287,4,49.41,427.94,Electronics,373,6/7/2015,1109,295,8,302.37,3566,6/7/2015,Thursday,March,1971,2181,Darren,Smith,Male,44,Islamabad,Pakistan,232,alone,Beauty,308,16.48,Nathaniel,Crawford,Male,35,Lahore,496,Day,4,194,8,899.06,0.28
3567,8/3/2016,9016,229,7,27.98,375.47,Clothing,338,8/3/2016,2743,273,6,474.4,3567,8/3/2016,Monday,June,2001,1306,Brenda,Mahoney,Male,40,Islamabad,Pakistan,208,street,Beauty,384,31.73,Paul,Curry,Male,57,Islamabad,427,Night,6,145,9,778.36,0.47
3568,10/14/2019,6604,242,8,22.61,182.31,Home Decor,378,10/14/2019,2242,262,8,53.87,3568,10/14/2019,Saturday,January,2004,7886,Dawn,Cobb,Male,38,Karachi,Pakistan,286,imagine,Beauty,399,46.26,April,Webb,Female,31,Faisalabad,471,Day,6,24,1,820.78,0.3
3569,12/8/2021,9972,287,3,32.36,481.19,Electronics,372,12/8/2021,4273,201,1,79.62,3569,12/8/2021,Saturday,December,2011,5235,Thomas,Brown,Female,33,Faisalabad,Pakistan,200,bring,Clothing,379,46.16,April,Goodman,Female,62,Faisalabad,405,Night,6,328,5,631.92,0.35
3570,7/3/2018,1685,201,4,43.39,383.93,Electronics,399,7/3/2018,8223,258,10,467.83,3570,7/3/2018,Tuesday,July,2008,8695,Melvin,Bird,Male,38,Faisalabad,Pakistan,227,evening,Home Decor,396,15.62,Stephen,Patterson,Male,53,Faisalabad,432,Night,8,278,7,824.5,0.13
3571,2/22/2023,6477,284,4,10.53,336.41,Home Decor,317,2/22/2023,3478,212,8,141.17,3571,2/22/2023,Friday,May,1996,7035,Dustin,Erickson,Male,20,Karachi,Pakistan,236,future,Home Decor,314,14.52,Jessica,Garza,Female,31,Lahore,462,Day,11,94,7,522.13,0.41
3572,12/7/2023,7240,297,10,17.59,413.36,Beauty,303,12/7/2023,3608,200,3,438.37,3572,12/7/2023,Wednesday,September,2023,7355,James,Jones,Female,20,Karachi,Pakistan,272,option,Electronics,378,32.47,Robert,Harris,Male,66,Islamabad,447,Day,10,44,9,718.77,0.29
3573,12/13/2014,8733,251,2,32.22,293.84,Clothing,385,12/13/2014,4830,215,3,60,3573,12/13/2014,Wednesday,December,2019,3750,Martin,Beasley,Female,46,Faisalabad,Pakistan,278,catch,Home Decor,395,40.98,Madison,Gilbert,Male,25,Islamabad,400,Night,4,312,5,296.33,0.44
3574,10/15/2018,8235,214,7,46.11,240.06,Home Decor,324,10/15/2018,5530,285,4,163.68,3574,10/15/2018,Wednesday,March,2018,8420,Christopher,Spence,Male,30,Islamabad,Pakistan,286,stay,Electronics,321,42.16,Stephanie,Cameron,Female,50,Karachi,475,Day,7,56,5,976.72,0.12
3575,10/30/2020,3258,244,5,31.08,178.16,Beauty,309,10/30/2020,3204,216,1,426.39,3575,10/30/2020,Thursday,March,1982,4309,Ashley,Smith,Male,51,Karachi,Pakistan,243,police,Home Decor,389,17.87,William,Lee,Female,69,Karachi,426,Night,12,346,3,309.06,0.35
3576,9/3/2018,3037,244,9,41.23,209.83,Clothing,308,9/3/2018,5110,276,3,168.72,3576,9/3/2018,Wednesday,August,1971,4123,Nicole,Rose,Male,24,Islamabad,Pakistan,246,your,Beauty,352,7.6,Trevor,Lewis,Male,46,Lahore,421,Day,10,134,5,102.1,0.43
3577,10/21/2014,9653,233,7,43.73,247.33,Beauty,349,10/21/2014,9893,272,4,221.25,3577,10/21/2014,Saturday,November,1970,4323,Christopher,Cook,Female,42,Faisalabad,Pakistan,297,age,Electronics,303,9.84,Christopher,Brown,Female,62,Lahore,450,Day,6,153,3,145.18,0.31
3578,9/8/2018,7371,253,1,28.64,165.41,Beauty,345,9/8/2018,5349,222,10,298.2,3578,9/8/2018,Thursday,September,2020,4774,Lauren,Wilkerson,Female,62,Lahore,Pakistan,229,candidate,Beauty,366,24.93,Michelle,Gordon,Male,61,Karachi,449,Day,7,360,4,466.61,0.21
3579,3/31/2017,7893,236,5,33.44,160.94,Electronics,387,3/31/2017,8108,239,5,370.54,3579,3/31/2017,Sunday,September,1973,1339,Benjamin,Martin,Male,51,Faisalabad,Pakistan,226,around,Home Decor,397,22.6,Michael,Robinson,Male,38,Karachi,447,Night,11,310,2,168.06,0.33
3580,11/12/2022,7351,223,7,15.7,81.43,Beauty,340,11/12/2022,8970,294,2,485.32,3580,11/12/2022,Tuesday,February,2012,3589,Wendy,Brown,Male,18,Karachi,Pakistan,294,family,Beauty,358,5.26,Tony,Schmidt,Male,69,Islamabad,473,Night,8,51,6,183.59,0.17
3581,9/3/2022,6324,214,6,12.14,394.28,Clothing,315,9/3/2022,2052,212,9,217.93,3581,9/3/2022,Sunday,March,2003,9129,Lindsey,Nielsen,Female,43,Islamabad,Pakistan,279,base,Home Decor,311,42.71,Carolyn,Jones,Male,46,Karachi,405,Night,10,24,8,212.29,0.25
3582,3/13/2024,9531,228,5,28.19,167.96,Clothing,388,3/13/2024,6378,269,10,73.64,3582,3/13/2024,Wednesday,February,1977,7881,James,Jackson,Male,24,Islamabad,Pakistan,246,good,Clothing,368,46.58,Anthony,Oconnor,Male,44,Faisalabad,467,Day,12,233,9,676.64,0.21
3583,11/17/2015,1646,257,9,47.09,384.92,Home Decor,354,11/17/2015,1572,210,1,137.66,3583,11/17/2015,Friday,August,1980,9553,Virginia,Weiss,Female,41,Karachi,Pakistan,252,anything,Beauty,391,35.39,Kenneth,Moore,Male,31,Faisalabad,438,Day,12,156,1,164.01,0.22
3584,1/7/2020,3860,269,6,33.95,378.16,Electronics,387,1/7/2020,5921,298,3,218.77,3584,1/7/2020,Friday,April,1986,5162,Valerie,Flowers,Male,24,Faisalabad,Pakistan,296,final,Beauty,322,9.28,James,Meza,Female,40,Islamabad,445,Day,7,358,4,867.76,0.17
3585,11/1/2018,1784,244,6,42.2,137.28,Home Decor,311,11/1/2018,7718,230,9,283.85,3585,11/1/2018,Friday,February,2006,7964,Nicholas,Gordon,Male,54,Karachi,Pakistan,237,item,Clothing,387,23.16,Chad,Alvarez,Male,54,Karachi,484,Night,5,342,7,934.69,0.42
3586,1/10/2020,8344,206,9,47.19,359.42,Clothing,360,1/10/2020,1371,246,6,149.68,3586,1/10/2020,Wednesday,July,2006,7498,Yvette,Torres,Female,22,Islamabad,Pakistan,282,rest,Home Decor,319,20.43,Colin,Williams,Female,30,Karachi,425,Day,6,212,9,463.76,0.4
3587,3/17/2024,2388,281,9,49.35,230.73,Beauty,378,3/17/2024,8043,217,5,430.03,3587,3/17/2024,Saturday,August,2001,2542,Alan,Baker,Female,58,Faisalabad,Pakistan,255,later,Electronics,398,49.9,Jennifer,Mcclain,Female,65,Lahore,412,Night,7,246,8,423.25,0.35
3588,11/11/2022,8806,299,3,42.2,440.49,Beauty,301,11/11/2022,5275,298,8,475.99,3588,11/11/2022,Tuesday,August,2002,1545,Scott,Nelson,Male,48,Islamabad,Pakistan,237,task,Home Decor,323,7.15,Joseph,Taylor,Male,51,Islamabad,488,Day,11,210,7,766.1,0.14
3589,12/3/2021,4487,228,5,9.03,115.01,Electronics,359,12/3/2021,4444,234,3,243.97,3589,12/3/2021,Wednesday,May,1989,8796,Matthew,Hicks,Male,46,Faisalabad,Pakistan,291,though,Clothing,334,41.4,Claudia,Berry,Female,29,Karachi,428,Day,11,319,3,782.42,0.15
3590,11/6/2019,6533,204,1,7.13,246.03,Electronics,341,11/6/2019,1678,217,4,346.64,3590,11/6/2019,Tuesday,March,2000,2272,Peter,Mcdowell,Female,25,Faisalabad,Pakistan,244,foreign,Beauty,338,38.18,William,Howe,Female,22,Faisalabad,484,Night,11,202,10,145.71,0.18
3591,12/6/2014,4895,268,7,36.79,412.82,Clothing,321,12/6/2014,7366,262,9,344.76,3591,12/6/2014,Friday,September,2019,3029,Alexander,Mann,Male,60,Faisalabad,Pakistan,237,table,Electronics,324,27.05,Heidi,Cortez,Male,29,Faisalabad,461,Day,4,98,8,487.91,0.44
3592,6/22/2015,5682,285,1,47.17,452.93,Clothing,309,6/22/2015,3507,228,9,440.47,3592,6/22/2015,Saturday,November,1979,5088,Daniel,Norman,Male,70,Islamabad,Pakistan,232,quickly,Home Decor,396,14.82,Gail,Rivera,Male,43,Faisalabad,436,Night,8,314,2,543.68,0.23
3593,12/9/2023,4718,214,1,27.3,322.54,Electronics,385,12/9/2023,5654,265,4,440.55,3593,12/9/2023,Friday,August,2005,7907,Amy,Owen,Female,30,Lahore,Pakistan,299,purpose,Electronics,398,38.47,Anna,Howard,Male,45,Karachi,457,Day,8,95,3,824.56,0.46
3594,12/30/2016,8070,218,6,13.56,105.46,Home Decor,322,12/30/2016,1947,272,10,189.07,3594,12/30/2016,Saturday,April,2010,8976,Richard,Woods,Female,38,Islamabad,Pakistan,254,trip,Clothing,321,21.94,Robert,Jackson,Male,43,Lahore,407,Night,11,184,9,459.21,0.12
3595,11/19/2018,6196,252,8,37.41,145.37,Beauty,390,11/19/2018,7189,259,5,388.49,3595,11/19/2018,Wednesday,March,2012,5415,Christopher,Williams,Female,57,Faisalabad,Pakistan,265,tonight,Home Decor,388,27.12,Kimberly,Young,Male,52,Karachi,448,Night,9,194,9,180.8,0.22
3596,11/20/2014,7301,221,5,48.51,332.61,Clothing,322,11/20/2014,6431,294,6,186.14,3596,11/20/2014,Saturday,February,1972,7767,Gary,Fernandez,Male,40,Islamabad,Pakistan,292,culture,Beauty,380,39.44,Thomas,Phillips,Male,48,Islamabad,467,Day,5,93,6,428.9,0.32
3597,7/16/2015,4638,210,6,40.46,201.86,Beauty,357,7/16/2015,3481,228,3,161.21,3597,7/16/2015,Saturday,May,2023,8878,Allison,Holt,Female,56,Lahore,Pakistan,255,two,Clothing,337,29.98,Connor,Ortiz,Male,63,Faisalabad,468,Night,5,323,8,129.44,0.43
3598,10/18/2023,1793,283,1,19.72,340.34,Clothing,380,10/18/2023,2876,259,8,58.5,3598,10/18/2023,Saturday,June,2008,1954,Aaron,Frazier,Male,36,Islamabad,Pakistan,213,economy,Home Decor,384,30.65,Kyle,Smith,Male,63,Karachi,470,Day,5,118,10,331.12,0.25
3599,6/26/2021,5746,289,7,5.12,293.62,Home Decor,339,6/26/2021,8115,285,7,87.35,3599,6/26/2021,Sunday,May,2005,1699,Kaylee,Bender,Male,29,Islamabad,Pakistan,247,family,Home Decor,389,37.78,Harold,Cohen,Male,26,Lahore,498,Night,12,265,3,788.38,0.26
3600,12/3/2019,4302,282,6,20.7,229.85,Electronics,390,12/3/2019,4671,240,7,406.94,3600,12/3/2019,Friday,July,2016,8059,Sonya,Mcdowell,Male,33,Karachi,Pakistan,226,customer,Beauty,301,48.06,Deborah,Nelson,Male,20,Islamabad,443,Night,12,330,7,366.9,0.38
3601,2/21/2019,8366,204,2,26.48,74.68,Beauty,396,2/21/2019,8801,247,8,212.14,3601,2/21/2019,Sunday,August,2002,1800,Karen,Washington,Male,60,Karachi,Pakistan,268,season,Electronics,305,30.76,Donald,White,Female,63,Faisalabad,469,Night,9,6,7,853.88,0.28
3602,7/10/2019,6472,230,3,35.84,487.28,Clothing,325,7/10/2019,3320,205,10,383.99,3602,7/10/2019,Thursday,December,2023,6056,Krystal,Wong,Male,58,Lahore,Pakistan,249,half,Home Decor,301,6.16,Cheryl,Franco,Male,28,Lahore,427,Night,5,24,4,255.33,0.19
3603,6/13/2019,9659,238,1,23.12,392.78,Electronics,315,6/13/2019,2172,233,6,119.74,3603,6/13/2019,Saturday,November,2015,9210,Joseph,Wilson,Male,47,Faisalabad,Pakistan,235,public,Electronics,352,18.64,Darrell,Hampton,Female,29,Karachi,436,Day,8,145,5,888.84,0.44
3604,9/25/2019,4683,232,4,23.76,256.44,Electronics,364,9/25/2019,8865,278,5,241.28,3604,9/25/2019,Thursday,March,1994,9003,Michael,Meyer,Female,52,Faisalabad,Pakistan,222,fast,Home Decor,329,48.51,Holly,Kelley,Female,38,Islamabad,432,Day,11,5,10,656.27,0.35
3605,4/10/2017,7336,259,5,46.98,498.15,Electronics,398,4/10/2017,7229,255,3,249.28,3605,4/10/2017,Saturday,April,1996,5617,Michael,Castro,Male,69,Karachi,Pakistan,228,whole,Home Decor,350,31.59,Diane,Bishop,Male,48,Faisalabad,486,Night,12,166,10,346.93,0.36
3606,10/23/2019,7515,210,1,26.66,238.13,Beauty,360,10/23/2019,6178,286,6,85.54,3606,10/23/2019,Tuesday,October,2024,1027,Heather,Young,Male,63,Karachi,Pakistan,280,student,Home Decor,312,40.61,Jacob,Graham,Female,54,Karachi,498,Night,10,201,5,506.56,0.21
3607,1/28/2023,7126,257,5,32.6,220.28,Beauty,386,1/28/2023,1738,293,4,98.84,3607,1/28/2023,Tuesday,June,2005,3999,Jennifer,Sims,Male,21,Islamabad,Pakistan,256,great,Clothing,308,12.35,Alex,Jackson,Male,40,Karachi,456,Day,9,141,8,259.92,0.29
3608,3/6/2021,6003,224,10,9.51,217.71,Beauty,313,3/6/2021,4572,279,2,436.02,3608,3/6/2021,Thursday,August,2017,1791,Michael,Bailey,Male,39,Faisalabad,Pakistan,253,indicate,Electronics,331,46.26,Cody,Rodriguez,Male,59,Lahore,443,Day,6,131,2,409.11,0.46
3609,2/6/2015,8837,275,7,26.86,322.01,Beauty,327,2/6/2015,9761,228,4,168.27,3609,2/6/2015,Sunday,September,1993,4009,Vicki,Stevens,Female,30,Karachi,Pakistan,277,itself,Home Decor,386,37.53,Emily,Ford,Male,47,Islamabad,484,Night,7,167,7,577.64,0.24
3610,5/7/2016,5772,230,9,19.33,415.72,Beauty,397,5/7/2016,2620,227,8,385.78,3610,5/7/2016,Monday,August,2010,2554,Heather,Adams,Female,44,Karachi,Pakistan,268,throughout,Beauty,327,24.66,Sue,Martin,Male,69,Islamabad,439,Day,10,30,8,137.91,0.31
3611,6/11/2023,5260,258,5,23.62,80.69,Clothing,318,6/11/2023,8602,220,4,156.19,3611,6/11/2023,Wednesday,November,1986,8810,Michael,Bass,Female,60,Karachi,Pakistan,298,line,Clothing,315,27.75,Amy,Cole,Female,40,Lahore,419,Night,8,91,5,142.16,0.45
3612,6/22/2017,8958,217,2,45.43,330.56,Home Decor,321,6/22/2017,5920,266,4,230.24,3612,6/22/2017,Sunday,January,2018,6758,Deborah,Gonzales,Female,50,Karachi,Pakistan,210,per,Clothing,327,5.24,Valerie,Wilcox,Male,41,Faisalabad,475,Night,7,342,5,926.55,0.42
3613,7/19/2017,7687,226,8,27,364.82,Clothing,333,7/19/2017,2657,261,1,388.92,3613,7/19/2017,Wednesday,May,1996,8728,Hannah,Zuniga,Female,43,Lahore,Pakistan,299,mother,Clothing,391,40.95,Carrie,Lyons,Female,54,Karachi,402,Day,8,325,10,267.14,0.11
3614,4/10/2023,8589,269,7,40.57,492.02,Home Decor,319,4/10/2023,8866,239,1,463.47,3614,4/10/2023,Tuesday,October,1977,7449,Patricia,Boyle,Female,50,Faisalabad,Pakistan,240,hour,Electronics,357,33.59,Miranda,Diaz,Female,35,Islamabad,439,Night,5,290,6,524.47,0.22
3615,11/6/2020,1474,230,10,5.05,66.27,Clothing,336,11/6/2020,3377,277,7,148.69,3615,11/6/2020,Friday,January,1986,6020,Harold,Hall,Female,56,Karachi,Pakistan,214,member,Beauty,391,6.6,Tanner,Roman,Male,65,Islamabad,470,Night,5,184,9,524.41,0.23
3616,5/6/2021,3026,285,3,28.35,380.32,Beauty,384,5/6/2021,9100,262,2,112.46,3616,5/6/2021,Monday,March,1989,3868,Kathryn,Moses,Male,44,Karachi,Pakistan,218,little,Home Decor,355,30.74,Jessica,Schmidt,Male,48,Lahore,406,Day,10,35,4,569.8,0.37
3617,12/24/2018,9679,246,8,21.45,144.08,Electronics,337,12/24/2018,9431,278,5,230,3617,12/24/2018,Wednesday,October,2008,6798,James,Edwards,Female,61,Karachi,Pakistan,252,successful,Beauty,306,37.87,Todd,Marks,Female,61,Karachi,426,Night,8,70,2,392.59,0.34
3618,7/7/2014,8818,240,3,14.57,217.82,Home Decor,349,7/7/2014,3635,287,2,284.27,3618,7/7/2014,Tuesday,February,1985,2895,John,Burnett,Female,22,Islamabad,Pakistan,228,available,Electronics,392,9.54,Jacob,Duarte,Female,61,Karachi,479,Night,4,211,2,635.42,0.14
3619,10/7/2019,4504,222,5,29.79,467.87,Home Decor,394,10/7/2019,7492,273,9,428.41,3619,10/7/2019,Thursday,January,2016,6652,Brittany,Hampton,Female,58,Islamabad,Pakistan,265,among,Clothing,397,40.53,Scott,West,Male,33,Lahore,466,Night,8,259,6,628.51,0.13
3620,6/22/2017,5888,218,2,12.4,229.43,Electronics,386,6/22/2017,6760,238,4,265.31,3620,6/22/2017,Monday,February,2003,4237,Sandra,Williamson,Female,40,Karachi,Pakistan,201,small,Home Decor,350,40.08,Douglas,Hill,Male,32,Faisalabad,488,Day,8,281,3,241.18,0.18
3621,12/5/2014,9284,219,9,46.98,155.7,Electronics,383,12/5/2014,7812,217,7,383.4,3621,12/5/2014,Thursday,January,1998,8102,Jennifer,Taylor,Female,51,Lahore,Pakistan,274,morning,Beauty,369,30.21,Megan,Reynolds,Male,48,Islamabad,412,Night,4,336,4,137.27,0.39
3622,6/30/2015,7352,255,2,17.19,99.95,Clothing,385,6/30/2015,2563,268,5,286.85,3622,6/30/2015,Thursday,October,1996,2579,Lisa,Hall,Male,48,Lahore,Pakistan,210,trial,Home Decor,365,45.77,Robert,Brennan,Male,27,Islamabad,492,Night,4,197,7,919.19,0.19
3623,5/19/2020,6291,248,3,27.53,287,Electronics,347,5/19/2020,4981,284,10,200.28,3623,5/19/2020,Monday,May,1981,6276,Christina,Galvan,Female,32,Karachi,Pakistan,277,last,Home Decor,374,37.14,Christopher,Doyle,Male,33,Faisalabad,435,Night,6,317,5,508.58,0.27
3624,3/14/2022,1758,227,1,23.59,187.16,Clothing,383,3/14/2022,1021,236,2,105.98,3624,3/14/2022,Sunday,May,2012,5586,Joshua,Morgan,Female,45,Karachi,Pakistan,233,focus,Beauty,380,36.3,William,Carter,Male,53,Lahore,411,Night,11,162,8,993.45,0.46
3625,3/17/2016,7030,209,1,18.16,95.91,Home Decor,334,3/17/2016,9612,249,4,163.31,3625,3/17/2016,Thursday,January,2024,6176,Jordan,Murphy,Male,21,Islamabad,Pakistan,235,involve,Electronics,306,47.36,Anna,West,Female,24,Karachi,445,Day,4,140,3,739.25,0.43
3626,5/4/2020,5301,286,2,24.96,102.24,Clothing,384,5/4/2020,1577,257,8,383.15,3626,5/4/2020,Wednesday,July,1989,6946,Brett,Dunlap,Male,66,Islamabad,Pakistan,240,than,Electronics,315,34.25,Angel,Young,Female,33,Lahore,439,Day,4,156,8,616.64,0.11
3627,12/3/2018,3021,280,7,12.33,225.34,Clothing,351,12/3/2018,3435,261,4,403.03,3627,12/3/2018,Friday,July,1996,3463,Christopher,Crosby,Female,18,Faisalabad,Pakistan,269,message,Clothing,356,40.34,Mark,Warren,Female,61,Karachi,484,Night,4,7,7,243.63,0.45
3628,7/8/2014,5508,221,8,8.92,394.7,Beauty,356,7/8/2014,6908,298,5,135.59,3628,7/8/2014,Wednesday,July,2010,6763,Renee,Archer,Female,27,Karachi,Pakistan,202,question,Electronics,301,5.82,Lee,Howard,Male,60,Islamabad,451,Day,7,153,1,376.21,0.33
